seller_sk	total_orders	delivered_orders	delayed_orders	avg_delivery_days	avg_estimated_gap_days	delay_rate	avg_freight_value	avg_review_score	delivery_segment	dwh_create_date
2555	9	9	0	6.44	-13.11	0.00	20.32	3.22	GOOD_DELIVERY	2026-05-15 09:48:36.073
434	5	5	0	10	-9.4	0.00	52.74	2.4	GOOD_DELIVERY	2026-05-15 09:48:36.073
1928	11	11	1	14.09	-20.27	9.09	23.57	4	GOOD_DELIVERY	2026-05-15 09:48:36.073
3053	4	11	5	19	-11.91	45.45	43.90	3.18	DELIVERY_RISK	2026-05-15 09:48:36.073
385	3	3	0	12.67	-26.33	0.00	19.06	5	FAST_RELIABLE	2026-05-15 09:48:36.073
932	4	5	1	10.4	-7.8	20.00	12.71	2.4	REGULAR	2026-05-15 09:48:36.073
1430	1	1	0	3	-31	0.00	21.93	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2071	7	6	0	11.5	-17.17	0.00	25.14	4.14	FAST_RELIABLE	2026-05-15 09:48:36.073
242	37	38	5	11.03	-8.74	13.16	14.58	4.34	REGULAR	2026-05-15 09:48:36.073
989	63	73	2	7.33	-12.04	2.74	14.57	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
1075	5	5	0	7.2	-19.4	0.00	14.44	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
2910	1	0	0	NULL	NULL	0.00	7.39	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2661	3	3	0	12	-12	0.00	39.53	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1324	1	1	0	6	-12	0.00	12.79	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1679	28	31	5	13.32	-8.81	16.13	13.42	3.65	REGULAR	2026-05-15 09:48:36.073
2306	20	21	0	9.71	-17.52	0.00	16.43	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
683	7	14	0	10.57	-11.14	0.00	14.93	4.21	FAST_RELIABLE	2026-05-15 09:48:36.073
597	1	1	0	8	-5	0.00	17.82	5	FAST_RELIABLE	2026-05-15 09:48:36.073
56	1	1	0	3	-13	0.00	24.83	5	FAST_RELIABLE	2026-05-15 09:48:36.073
199	114	128	8	10.2	-10.67	6.06	13.80	4.09	GOOD_DELIVERY	2026-05-15 09:48:36.073
448	13	16	2	5.25	-10.5	12.50	15.98	4.5	REGULAR	2026-05-15 09:48:36.073
1865	2	2	0	9	-11	0.00	12.36	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2120	2	2	0	5.5	-16.5	0.00	13.05	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2363	2	2	0	4	-28	0.00	7.75	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2114	1	0	0	NULL	NULL	0.00	11.85	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2612	1	1	0	7	-5	0.00	9.14	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2512	201	203	12	12.98	-15.12	5.77	30.03	4.06	GOOD_DELIVERY	2026-05-15 09:48:36.073
348	40	39	2	9.21	-11.13	4.88	16.36	4.27	FAST_RELIABLE	2026-05-15 09:48:36.073
1971	11	16	0	10.56	-18.63	0.00	17.44	3.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
1473	2	0	0	NULL	NULL	0.00	49.28	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2014	1	1	0	11	-9	0.00	23.73	5	FAST_RELIABLE	2026-05-15 09:48:36.073
491	4	4	0	6.75	-15	0.00	20.83	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2655	107	117	5	9.97	-11.74	4.27	13.39	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
1822	9	9	3	11.56	-4.33	33.33	9.99	4.56	DELIVERY_RISK	2026-05-15 09:48:36.073
2904	11	18	4	18.94	-8.44	22.22	27.56	3.44	REGULAR	2026-05-15 09:48:36.073
1573	14	14	4	19.5	-9	28.57	48.71	3.57	REGULAR	2026-05-15 09:48:36.073
740	6	6	1	12.33	-10.17	16.67	12.62	4	REGULAR	2026-05-15 09:48:36.073
1181	64	74	19	17.88	-7.09	25.33	31.69	3.83	REGULAR	2026-05-15 09:48:36.073
2804	25	28	1	10.04	-12.79	3.57	15.38	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
640	4	5	0	9.8	-15.6	0.00	15.86	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1722	8	23	0	12.09	-14.39	0.00	15.77	4.13	FAST_RELIABLE	2026-05-15 09:48:36.073
99	2	2	0	8.5	-6.5	0.00	11.53	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2263	14	14	0	13.93	-21.71	0.00	55.45	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
285	410	538	58	12.79	-10.67	10.64	15.58	3.54	REGULAR	2026-05-15 09:48:36.073
1613	66	66	4	14.18	-9.56	6.06	65.15	4.55	GOOD_DELIVERY	2026-05-15 09:48:36.073
1281	2	2	0	10.5	-20	0.00	15.82	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
617	1	1	0	8	-25	0.00	18.23	4	FAST_RELIABLE	2026-05-15 09:48:36.073
949	1	1	0	10	-19	0.00	15.59	5	FAST_RELIABLE	2026-05-15 09:48:36.073
262	50	64	8	13.33	-11.09	12.50	25.00	3.69	REGULAR	2026-05-15 09:48:36.073
594	2	2	0	12	-17	0.00	17.39	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2160	44	48	2	13.15	-16.38	4.08	21.69	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2492	26	26	2	11.31	-13.5	7.69	15.99	4.38	GOOD_DELIVERY	2026-05-15 09:48:36.073
2824	2	2	0	6.5	-8	0.00	18.27	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1828	1	3	0	22	-8	0.00	20.02	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2515	39	40	6	23.35	-13.13	15.00	22.83	3.7	REGULAR	2026-05-15 09:48:36.073
2847	6	6	0	5.33	-8.83	0.00	14.92	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1118	12	14	0	11.79	-15.5	0.00	19.21	3.79	GOOD_DELIVERY	2026-05-15 09:48:36.073
2369	2	3	0	6	-8	0.00	46.96	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
3033	5	6	0	10.5	-16.5	0.00	17.44	4.17	FAST_RELIABLE	2026-05-15 09:48:36.073
454	10	11	0	9.09	-13.82	0.00	18.05	4.18	FAST_RELIABLE	2026-05-15 09:48:36.073
2446	10	9	4	21.22	0.33	36.36	12.83	3.18	DELIVERY_RISK	2026-05-15 09:48:36.073
116	3	3	0	8	-15.33	0.00	23.61	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1782	1	1	0	12	-14	0.00	22.28	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1141	148	154	5	10.52	-14.51	3.23	19.36	4.41	FAST_RELIABLE	2026-05-15 09:48:36.073
803	19	19	0	11.11	-10.42	0.00	20.40	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
2346	4	3	0	8	-14	0.00	11.67	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1805	20	20	0	11.2	-17.5	0.00	22.24	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
2469	12	11	4	37.45	9.55	33.33	73.89	3.33	DELIVERY_RISK	2026-05-15 09:48:36.073
3010	19	21	4	12	-10.05	19.05	14.87	4.1	REGULAR	2026-05-15 09:48:36.073
1682	1	1	0	12	-14	0.00	37.26	5	FAST_RELIABLE	2026-05-15 09:48:36.073
995	4	4	2	7	-3.25	50.00	17.31	4.75	DELIVERY_RISK	2026-05-15 09:48:36.073
2987	44	53	1	10.36	-12.89	1.89	16.70	4.28	FAST_RELIABLE	2026-05-15 09:48:36.073
2154	15	16	2	13.94	-8.63	12.50	21.52	3.69	REGULAR	2026-05-15 09:48:36.073
1659	3	3	0	9.33	-12.33	0.00	11.58	4	FAST_RELIABLE	2026-05-15 09:48:36.073
408	1	1	0	15	-11	0.00	25.77	5	FAST_RELIABLE	2026-05-15 09:48:36.073
162	3	4	0	18.75	-6.25	0.00	24.85	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2323	4	5	0	7.8	-17.8	0.00	16.71	3.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
1490	2	1	1	28	5	50.00	28.75	1.5	DELIVERY_RISK	2026-05-15 09:48:36.073
1072	1	1	0	6	-37	0.00	27.05	5	FAST_RELIABLE	2026-05-15 09:48:36.073
826	1	1	0	18	-14	0.00	18.02	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1636	185	189	12	10.14	-14.69	6.32	16.21	4.21	GOOD_DELIVERY	2026-05-15 09:48:36.073
1513	146	174	23	11.55	-10.34	12.92	19.41	3.72	REGULAR	2026-05-15 09:48:36.073
849	12	11	0	13.73	-15	0.00	36.94	4.08	FAST_RELIABLE	2026-05-15 09:48:36.073
2177	85	95	14	12.44	-8.76	14.74	13.74	4.34	REGULAR	2026-05-15 09:48:36.073
1095	10	10	0	7.2	-16.5	0.00	20.45	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
431	2	2	0	13.5	-12	0.00	15.04	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1759	8	8	1	12.25	-10.38	12.50	22.52	4.38	REGULAR	2026-05-15 09:48:36.073
972	11	12	0	9.92	-14.67	0.00	26.83	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
2300	2	2	0	3.5	-13	0.00	14.58	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2841	3	3	0	6	-11	0.00	11.00	5	FAST_RELIABLE	2026-05-15 09:48:36.073
308	1	0	0	NULL	NULL	0.00	9.34	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2200	157	165	5	10.29	-16.66	2.99	13.58	4.1	FAST_RELIABLE	2026-05-15 09:48:36.073
2283	88	86	4	9.84	-10.17	4.49	16.16	3.97	GOOD_DELIVERY	2026-05-15 09:48:36.073
2532	65	66	14	4.97	-4.79	20.90	12.44	4.81	REGULAR	2026-05-15 09:48:36.073
1204	3	3	0	7	-14	0.00	26.82	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1951	4	4	0	6	-12.75	0.00	18.11	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2887	22	56	0	9.73	-13.02	0.00	15.11	3.41	GOOD_DELIVERY	2026-05-15 09:48:36.073
2592	59	56	4	9.86	-11.64	6.78	15.26	4.19	GOOD_DELIVERY	2026-05-15 09:48:36.073
1596	5	4	0	13	-21	0.00	15.44	2.4	GOOD_DELIVERY	2026-05-15 09:48:36.073
2924	17	18	1	21.06	-9.22	5.56	20.77	4.44	GOOD_DELIVERY	2026-05-15 09:48:36.073
1891	4	5	1	27	12.4	16.67	24.68	4.5	REGULAR	2026-05-15 09:48:36.073
1264	1	1	0	2	-11	0.00	13.94	5	FAST_RELIABLE	2026-05-15 09:48:36.073
657	46	46	2	12.59	-15.85	4.35	21.72	4.39	FAST_RELIABLE	2026-05-15 09:48:36.073
325	3	5	0	16.8	-5.2	0.00	20.52	3.6	GOOD_DELIVERY	2026-05-15 09:48:36.073
2970	20	22	4	18	-14.18	17.39	31.66	3.48	REGULAR	2026-05-15 09:48:36.073
2638	2	3	0	9.67	-14	0.00	26.42	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1699	12	5	0	10	-30.2	0.00	35.16	2.54	GOOD_DELIVERY	2026-05-15 09:48:36.073
1450	40	41	2	13.78	-14.1	4.65	21.94	4.3	FAST_RELIABLE	2026-05-15 09:48:36.073
2784	12	12	4	13.42	-7.33	33.33	18.43	3.08	DELIVERY_RISK	2026-05-15 09:48:36.073
122	5	4	1	14.25	-5.25	20.00	15.33	3.4	REGULAR	2026-05-15 09:48:36.073
371	3	3	0	7	-16.67	0.00	33.63	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2137	18	14	9	23.36	4.07	50.00	27.02	1.72	DELIVERY_RISK	2026-05-15 09:48:36.073
471	31	41	3	10.9	-10.73	6.98	17.33	3.88	GOOD_DELIVERY	2026-05-15 09:48:36.073
1012	3	3	0	11	-13.67	0.00	18.18	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2678	2	2	0	12	-14	0.00	37.66	5	FAST_RELIABLE	2026-05-15 09:48:36.073
809	4	5	0	16.2	-36.4	0.00	37.43	2.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
1350	1	0	0	NULL	NULL	0.00	12.69	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
909	261	343	31	12.68	-8.64	8.96	12.71	3.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
76	55	59	2	13.41	-13.47	3.33	20.01	3.97	GOOD_DELIVERY	2026-05-15 09:48:36.073
663	5	5	0	6.2	-14.2	0.00	10.59	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
1991	1	6	0	3	-4	0.00	13.64	5	FAST_RELIABLE	2026-05-15 09:48:36.073
3073	1	1	0	6	-8	0.00	64.17	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1745	2	2	1	24	-8.5	50.00	24.30	3	DELIVERY_RISK	2026-05-15 09:48:36.073
1158	1	1	0	1	-7	0.00	7.42	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1304	18	21	2	14.24	-11.48	9.09	16.08	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
2386	5	5	0	12.4	-20.6	0.00	37.22	3.2	GOOD_DELIVERY	2026-05-15 09:48:36.073
222	3	4	0	8.75	-10.5	0.00	20.23	2.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
517	16	16	1	12.25	-16.13	6.25	19.53	4.19	GOOD_DELIVERY	2026-05-15 09:48:36.073
1845	1	1	0	1	-7	0.00	15.47	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1058	1	0	0	NULL	NULL	0.00	15.20	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
763	1	1	0	6	-18	0.00	16.21	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1364	35	72	5	11.32	-14.58	6.94	13.57	3.79	GOOD_DELIVERY	2026-05-15 09:48:36.073
700	25	27	4	14.26	-9.07	14.81	41.35	3.89	REGULAR	2026-05-15 09:48:36.073
202	59	71	4	8.65	-10.86	5.63	12.90	4.59	GOOD_DELIVERY	2026-05-15 09:48:36.073
866	17	37	3	12.05	-13.97	8.11	15.51	3.32	GOOD_DELIVERY	2026-05-15 09:48:36.073
1198	3	0	0	NULL	NULL	0.00	20.34	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2764	69	81	7	13.64	-12.26	8.43	26.63	4.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
1719	107	117	2	10.95	-14.83	1.71	17.89	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
557	4	4	0	9.75	-11.75	0.00	13.21	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1221	1	0	0	NULL	NULL	0.00	14.11	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2930	4	4	0	20.25	-15	0.00	49.77	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
2217	4	4	0	9.25	-15.5	0.00	16.44	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
59	4	1	0	14	-12	0.00	55.61	2.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
225	6	6	1	9.17	-12.83	16.67	44.33	3.5	REGULAR	2026-05-15 09:48:36.073
1055	2	2	1	20.5	-5	50.00	15.33	2.5	DELIVERY_RISK	2026-05-15 09:48:36.073
723	3	3	1	16.67	-4.67	33.33	47.31	3.33	DELIVERY_RISK	2026-05-15 09:48:36.073
1078	58	70	1	10.51	-13.94	1.43	13.74	4.1	FAST_RELIABLE	2026-05-15 09:48:36.073
3070	3	3	0	6.33	-15.33	0.00	17.76	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2738	3	3	0	11	-17.67	0.00	41.26	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
1911	4	4	0	6.25	-17.5	0.00	13.10	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2074	2	2	0	18	-31	0.00	58.62	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2907	1	0	0	NULL	NULL	0.00	22.19	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1556	159	169	23	15.55	-10.79	13.22	17.16	4.09	REGULAR	2026-05-15 09:48:36.073
892	23	38	1	13.5	-14.37	2.63	19.32	3.97	GOOD_DELIVERY	2026-05-15 09:48:36.073
1433	78	82	1	11.17	-16.84	1.20	22.54	4.54	FAST_RELIABLE	2026-05-15 09:48:36.073
2097	17	17	2	15.24	-10.41	11.11	48.27	4.5	REGULAR	2026-05-15 09:48:36.073
2429	42	42	4	16.86	-10.6	9.30	25.86	4.07	GOOD_DELIVERY	2026-05-15 09:48:36.073
3093	14	14	2	18	-8.36	14.29	29.98	4.21	REGULAR	2026-05-15 09:48:36.073
1888	3	3	0	8	-6.33	0.00	33.35	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
843	11	11	1	12.36	-14.09	9.09	38.18	4.36	GOOD_DELIVERY	2026-05-15 09:48:36.073
2552	1	1	0	9	-14	0.00	45.07	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2452	70	133	3	13.83	-16.9	2.21	25.13	3.72	GOOD_DELIVERY	2026-05-15 09:48:36.073
2031	5	6	0	10	-19	0.00	21.84	4.83	FAST_RELIABLE	2026-05-15 09:48:36.073
2695	91	92	5	12.43	-14.1	5.38	17.94	4.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
531	1	1	0	19	-16	0.00	57.21	4	FAST_RELIABLE	2026-05-15 09:48:36.073
39	1	2	0	13	-42	0.00	8.79	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
33	14	16	6	25.75	-6.25	37.50	37.87	2.69	DELIVERY_RISK	2026-05-15 09:48:36.073
1533	2	2	1	17	-6.5	50.00	15.32	3	DELIVERY_RISK	2026-05-15 09:48:36.073
2197	1	1	0	12	-3	0.00	13.35	4	FAST_RELIABLE	2026-05-15 09:48:36.073
16	23	26	0	11.31	-16.12	0.00	18.06	4.73	FAST_RELIABLE	2026-05-15 09:48:36.073
182	1	1	0	12	-40	0.00	23.00	5	FAST_RELIABLE	2026-05-15 09:48:36.073
680	3	8	0	11.13	-14.13	0.00	29.07	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2572	28	31	1	7.61	-12.94	3.23	13.90	4.74	FAST_RELIABLE	2026-05-15 09:48:36.073
2744	7	6	0	10	-9.17	0.00	33.66	5	FAST_RELIABLE	2026-05-15 09:48:36.073
580	9	7	4	25.57	4.71	40.00	13.21	2.7	DELIVERY_RISK	2026-05-15 09:48:36.073
1241	3	3	0	8	-24.33	0.00	17.29	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1905	3	3	0	12.33	-20.67	0.00	36.64	4	FAST_RELIABLE	2026-05-15 09:48:36.073
823	1	1	0	7	-21	0.00	15.56	5	FAST_RELIABLE	2026-05-15 09:48:36.073
159	2	2	0	4.5	-22	0.00	16.78	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1390	22	24	3	14.13	-11.29	12.50	22.33	3.92	REGULAR	2026-05-15 09:48:36.073
1931	72	75	3	12.04	-15.48	3.95	23.89	3.88	GOOD_DELIVERY	2026-05-15 09:48:36.073
2595	41	44	1	10.23	-19.59	2.13	25.52	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
2054	1	2	0	4	-5	0.00	11.18	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2366	275	304	7	9.7	-16.34	2.30	19.80	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
1121	26	28	1	12.57	-12.82	3.57	20.23	3.96	GOOD_DELIVERY	2026-05-15 09:48:36.073
2864	96	100	10	13.02	-11.59	9.90	18.01	4.09	GOOD_DELIVERY	2026-05-15 09:48:36.073
2117	4	4	0	8.25	-10.25	0.00	18.17	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1370	75	111	6	12.58	-11.68	5.36	34.01	3.73	GOOD_DELIVERY	2026-05-15 09:48:36.073
1868	12	16	2	16	-11.69	12.50	31.04	4.06	REGULAR	2026-05-15 09:48:36.073
2615	4	4	2	13.5	-3.25	50.00	14.93	3.5	DELIVERY_RISK	2026-05-15 09:48:36.073
1619	5	7	2	13	-5	28.57	64.89	4.29	REGULAR	2026-05-15 09:48:36.073
2223	61	69	2	16.22	-42.83	2.90	34.70	4.04	FAST_RELIABLE	2026-05-15 09:48:36.073
2758	19	19	1	9.47	-10.42	5.26	13.22	4.11	GOOD_DELIVERY	2026-05-15 09:48:36.073
600	8	8	0	16.13	-16.75	0.00	17.34	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
1762	4	4	0	4.75	-15.75	0.00	70.26	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
53	11	17	2	16.29	-16.53	11.76	48.32	3.53	REGULAR	2026-05-15 09:48:36.073
2260	2	2	0	3	-8	0.00	12.28	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2993	5	5	1	17.8	-4	20.00	30.62	4	REGULAR	2026-05-15 09:48:36.073
992	3	5	0	12.8	-7.4	0.00	13.43	3.6	GOOD_DELIVERY	2026-05-15 09:48:36.073
743	1	1	0	8	-6	0.00	8.69	5	FAST_RELIABLE	2026-05-15 09:48:36.073
3056	66	73	8	8.25	-9.29	10.96	13.38	4.36	REGULAR	2026-05-15 09:48:36.073
388	43	40	6	19.82	-11.2	13.95	15.77	3.79	REGULAR	2026-05-15 09:48:36.073
302	1	0	0	NULL	NULL	0.00	11.22	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1925	10	10	1	13.1	-13.7	10.00	15.18	4.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
1974	2	2	0	8.5	-14.5	0.00	13.47	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2011	2	2	0	9.5	-15	0.00	17.13	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1384	5	5	0	17.6	-10.4	0.00	23.23	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
929	1	1	0	28	-1	0.00	18.33	5	FAST_RELIABLE	2026-05-15 09:48:36.073
351	1	1	0	7	-24	0.00	19.32	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1284	95	108	18	14.93	-7.45	15.65	11.86	3.5	REGULAR	2026-05-15 09:48:36.073
1035	7	7	0	13.71	-23.71	0.00	17.65	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
2950	74	74	10	11.41	-7.58	13.16	13.10	3.74	REGULAR	2026-05-15 09:48:36.073
2701	13	12	0	9.33	-13.5	0.00	29.10	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
786	10	11	0	15.64	-18	0.00	21.33	4.36	FAST_RELIABLE	2026-05-15 09:48:36.073
537	2	2	0	19.5	-18	0.00	150.22	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1178	6	7	0	7	-26	0.00	16.62	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
1676	14	14	0	6.36	-13.29	0.00	16.77	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1135	9	10	0	9.5	-13.7	0.00	19.85	4.7	FAST_RELIABLE	2026-05-15 09:48:36.073
2801	19	23	1	9.61	-7.57	4.35	12.47	4.39	FAST_RELIABLE	2026-05-15 09:48:36.073
637	4	5	0	12.2	-17.2	0.00	31.36	3.2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1327	8	8	0	6.25	-15.63	0.00	20.21	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
2409	19	20	0	9.5	-18.95	0.00	54.97	4.45	FAST_RELIABLE	2026-05-15 09:48:36.073
245	6	6	0	10.5	-14.33	0.00	16.00	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
1576	10	11	0	4.36	-9.55	0.00	13.90	4.64	FAST_RELIABLE	2026-05-15 09:48:36.073
494	2	3	0	7.33	-13.67	0.00	33.54	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
2658	1	1	0	18	-7	0.00	18.14	4	FAST_RELIABLE	2026-05-15 09:48:36.073
3050	60	68	2	10.53	-8.87	2.82	13.07	3.82	GOOD_DELIVERY	2026-05-15 09:48:36.073
345	4	4	1	9	-5.75	25.00	14.90	3.5	REGULAR	2026-05-15 09:48:36.073
1427	28	33	0	11.64	-15.24	0.00	29.30	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
886	3	3	0	12.67	-15	0.00	22.40	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2509	16	16	2	11.38	-10.13	12.50	26.16	4.69	REGULAR	2026-05-15 09:48:36.073
1968	1	1	0	9	-26	0.00	14.43	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1044	2	2	1	12.5	-2	50.00	24.36	2.5	DELIVERY_RISK	2026-05-15 09:48:36.073
2040	75	84	5	22.27	-16.73	5.81	36.25	3.4	GOOD_DELIVERY	2026-05-15 09:48:36.073
712	32	36	1	13.5	-15.61	2.78	16.84	3.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
3036	9	14	0	7.07	-17.43	0.00	13.93	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1376	8	10	0	12.2	-26.5	0.00	10.04	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1708	6	9	0	12.56	-13.22	0.00	20.59	4.78	FAST_RELIABLE	2026-05-15 09:48:36.073
2704	33	34	2	14.32	-12.21	5.88	21.22	4.12	GOOD_DELIVERY	2026-05-15 09:48:36.073
2372	7	11	5	34.36	9.55	45.45	14.69	2.18	DELIVERY_RISK	2026-05-15 09:48:36.073
2727	52	55	4	12.64	-13.42	7.14	18.41	4.2	GOOD_DELIVERY	2026-05-15 09:48:36.073
2063	105	111	3	12.17	-17.3	2.68	20.81	4.05	FAST_RELIABLE	2026-05-15 09:48:36.073
3059	46	61	3	8.8	-11.95	4.92	18.58	4.14	FAST_RELIABLE	2026-05-15 09:48:36.073
1399	5	5	1	21.2	-3.2	20.00	16.23	4	REGULAR	2026-05-15 09:48:36.073
1731	2	1	0	11	-15	0.00	33.58	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2395	8	8	1	15	-11.88	12.50	24.33	4.06	REGULAR	2026-05-15 09:48:36.073
3082	44	47	7	9.6	-8.7	14.89	18.39	4.04	REGULAR	2026-05-15 09:48:36.073
2086	61	67	5	9.57	-11.34	7.46	15.63	4.45	GOOD_DELIVERY	2026-05-15 09:48:36.073
497	49	56	1	9.27	-18.71	1.67	18.46	4.08	FAST_RELIABLE	2026-05-15 09:48:36.073
165	2	2	1	8.5	-5	50.00	19.42	5	DELIVERY_RISK	2026-05-15 09:48:36.073
2750	7	7	1	17.86	-8.29	14.29	16.54	4.57	REGULAR	2026-05-15 09:48:36.073
2418	4	4	0	5.75	-17.75	0.00	16.89	2.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
2896	45	48	1	10.08	-14.79	2.04	16.92	4.18	FAST_RELIABLE	2026-05-15 09:48:36.073
2773	1	1	0	6	-14	0.00	11.52	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2564	2	2	0	4	-15.5	0.00	13.00	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2541	40	40	2	9.05	-16	4.88	35.09	4.56	FAST_RELIABLE	2026-05-15 09:48:36.073
1877	7	8	0	13.25	-11.5	0.00	24.06	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
875	5	5	0	5.2	-12.6	0.00	9.59	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
1539	1	1	0	19	-3	0.00	15.10	5	FAST_RELIABLE	2026-05-15 09:48:36.073
211	3	3	0	5.33	-7.33	0.00	133.22	5	FAST_RELIABLE	2026-05-15 09:48:36.073
