seller_sk	total_orders	delivered_orders	delayed_orders	avg_delivery_days	avg_estimated_gap_days	delay_rate	avg_freight_value	avg_review_score	delivery_segment	dwh_create_date
2340	9	16	5	18	-7.06	29.41	19.38	4.41	REGULAR	2026-05-15 09:48:36.073
176	31	32	0	9.19	-17.13	0.00	19.22	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1504	11	12	0	11	-17.83	0.00	17.60	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
1793	13	15	3	8.27	-8.27	20.00	13.47	3.87	REGULAR	2026-05-15 09:48:36.073
170	3	3	1	21.67	-2	33.33	16.42	2.67	DELIVERY_RISK	2026-05-15 09:48:36.073
1404	9	13	4	4.85	-5.38	30.77	11.16	3.69	DELIVERY_RISK	2026-05-15 09:48:36.073
2486	707	812	44	14.25	-15.24	5.33	17.33	3.76	GOOD_DELIVERY	2026-05-15 09:48:36.073
2732	38	39	5	14.82	-13.36	12.20	64.75	3.8	REGULAR	2026-05-15 09:48:36.073
2237	1	1	0	10	-21	0.00	16.76	5	FAST_RELIABLE	2026-05-15 09:48:36.073
565	3	3	0	14	-17.67	0.00	33.95	3.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
2878	46	47	16	18.26	-4.19	32.00	15.03	3.4	DELIVERY_RISK	2026-05-15 09:48:36.073
419	28	29	4	12.38	-10.07	13.79	46.13	3.79	REGULAR	2026-05-15 09:48:36.073
1550	7	7	2	14.14	-5.57	28.57	24.02	3.57	REGULAR	2026-05-15 09:48:36.073
2091	1	0	0	NULL	NULL	0.00	15.89	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2632	3	3	0	13	-10.67	0.00	12.86	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2360	12	16	7	19.88	-4.38	43.75	13.87	3.75	DELIVERY_RISK	2026-05-15 09:48:36.073
1862	18	15	2	13.8	-15.53	11.11	58.47	4.56	REGULAR	2026-05-15 09:48:36.073
1696	5	5	2	29.4	-6.2	40.00	35.77	2.8	DELIVERY_RISK	2026-05-15 09:48:36.073
2858	2	3	0	11.33	-22	0.00	28.02	1.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2881	25	28	3	13.64	-8.93	10.71	21.74	3.79	REGULAR	2026-05-15 09:48:36.073
2715	1	1	0	11	-13	0.00	29.69	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1484	1	1	0	2	-5	0.00	7.65	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2480	1	1	0	13	-6	0.00	8.29	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1149	12	12	1	8.58	-9.58	8.33	30.78	4.17	GOOD_DELIVERY	2026-05-15 09:48:36.073
153	6	6	0	5.33	-7.67	0.00	15.41	5	FAST_RELIABLE	2026-05-15 09:48:36.073
488	8	8	0	7	-12.63	0.00	17.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2148	1	0	0	NULL	NULL	0.00	62.49	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2503	65	65	7	15.52	-10.52	10.61	31.32	4.2	REGULAR	2026-05-15 09:48:36.073
794	5	5	3	38.4	17.8	60.00	17.88	3.2	DELIVERY_RISK	2026-05-15 09:48:36.073
1839	1	1	0	7	-14	0.00	24.06	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1507	1	1	0	8	-19	0.00	15.41	5	FAST_RELIABLE	2026-05-15 09:48:36.073
110	12	12	1	14.33	-12.42	8.33	18.36	4.42	GOOD_DELIVERY	2026-05-15 09:48:36.073
2523	146	178	19	11.86	-11.48	10.38	18.53	3.93	REGULAR	2026-05-15 09:48:36.073
2025	128	139	16	12.55	-9.35	11.11	17.99	3.66	REGULAR	2026-05-15 09:48:36.073
608	42	46	1	10.52	-15.98	2.17	27.18	4.61	FAST_RELIABLE	2026-05-15 09:48:36.073
774	28	29	0	7.34	-12.28	0.00	17.54	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
2689	7	8	0	14.88	-26.38	0.00	14.46	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
631	53	53	0	7.21	-10.79	0.00	12.97	4.42	FAST_RELIABLE	2026-05-15 09:48:36.073
1172	43	45	3	7.67	-12.11	6.52	13.39	4.48	GOOD_DELIVERY	2026-05-15 09:48:36.073
2174	18	20	1	7.5	-17.75	5.00	73.42	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
133	109	133	7	12.83	-11.2	4.96	17.64	3.85	GOOD_DELIVERY	2026-05-15 09:48:36.073
508	23	33	1	13.82	-14.06	2.86	54.35	3.63	GOOD_DELIVERY	2026-05-15 09:48:36.073
10	130	165	12	9.18	-10.78	7.27	18.47	4.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
2672	108	110	6	15.17	-22.78	5.31	18.03	3.59	GOOD_DELIVERY	2026-05-15 09:48:36.073
674	8	10	1	8.5	-13.6	10.00	15.77	4.1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2838	1	1	0	11	-12	0.00	27.64	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1982	4	7	0	8.71	-12.57	0.00	11.27	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
2646	1	0	0	NULL	NULL	0.00	14.34	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
482	6	6	1	9.17	-11.33	16.67	12.82	4.67	REGULAR	2026-05-15 09:48:36.073
2815	2	2	0	9	-16	0.00	15.87	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1315	3	4	1	9.75	-5	25.00	26.82	4.5	REGULAR	2026-05-15 09:48:36.073
651	1	1	0	10	-13	0.00	88.46	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2005	98	104	26	16.77	-4.59	24.53	16.58	2.95	REGULAR	2026-05-15 09:48:36.073
800	22	22	0	6.73	-15.68	0.00	23.58	4.59	FAST_RELIABLE	2026-05-15 09:48:36.073
2546	29	34	4	9.71	-15.53	11.43	19.30	4.43	REGULAR	2026-05-15 09:48:36.073
1341	10	10	1	7.3	-7.5	10.00	15.93	4.1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1882	1	1	1	3	0	100.00	9.17	5	DELIVERY_RISK	2026-05-15 09:48:36.073
1464	2	2	0	13.5	-14.5	0.00	25.21	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
196	3	3	0	7	-18	0.00	26.29	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2105	6	7	0	9.86	-10.57	0.00	113.64	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
694	34	36	3	6.75	-12.14	8.33	23.91	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
943	22	24	7	20.63	-2.75	28.00	15.30	3.44	REGULAR	2026-05-15 09:48:36.073
445	16	17	0	9.94	-13.12	0.00	16.59	4.06	FAST_RELIABLE	2026-05-15 09:48:36.073
1192	2	2	0	8	-15.5	0.00	16.03	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1713	48	51	8	10.12	-10.76	15.38	32.06	4.04	REGULAR	2026-05-15 09:48:36.073
1086	41	42	1	10.45	-15.29	2.38	24.10	4.12	FAST_RELIABLE	2026-05-15 09:48:36.073
2211	24	25	2	9.92	-9.48	8.00	13.75	4.24	GOOD_DELIVERY	2026-05-15 09:48:36.073
2709	54	61	5	14.36	-10.61	8.20	16.48	4.13	GOOD_DELIVERY	2026-05-15 09:48:36.073
551	17	14	1	14.86	-10.21	5.56	18.32	3.06	GOOD_DELIVERY	2026-05-15 09:48:36.073
90	14	13	1	14.31	-16.31	6.67	13.93	3.47	GOOD_DELIVERY	2026-05-15 09:48:36.073
588	5	5	0	8.6	-14.4	0.00	34.05	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
2403	59	59	2	10.14	-12.27	3.39	19.27	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1570	6	6	1	4.17	-10.17	16.67	20.95	4.83	REGULAR	2026-05-15 09:48:36.073
2317	41	44	4	9.34	-11.34	9.09	18.51	4.14	GOOD_DELIVERY	2026-05-15 09:48:36.073
1321	5	4	0	17.5	-15	0.00	16.29	3.4	GOOD_DELIVERY	2026-05-15 09:48:36.073
731	3	3	1	25.67	-2.67	33.33	28.47	3.67	DELIVERY_RISK	2026-05-15 09:48:36.073
2652	15	15	0	7.67	-13.73	0.00	13.35	4.53	FAST_RELIABLE	2026-05-15 09:48:36.073
2566	1	1	0	13	-24	0.00	40.34	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2958	184	194	14	12.5	-10.29	7.11	16.59	3.89	GOOD_DELIVERY	2026-05-15 09:48:36.073
3044	4	4	0	6.75	-11.25	0.00	17.37	3.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
1335	3	3	0	15.33	-5	0.00	19.70	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1962	2	2	1	47.5	16.5	50.00	25.17	3	DELIVERY_RISK	2026-05-15 09:48:36.073
253	2	1	0	15	-5	0.00	12.27	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
3007	2	3	0	10	-16.67	0.00	14.88	5	FAST_RELIABLE	2026-05-15 09:48:36.073
339	1	1	0	11	-6	0.00	15.43	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1278	83	99	9	10.7	-7.71	8.91	19.16	3.66	GOOD_DELIVERY	2026-05-15 09:48:36.073
1029	20	20	1	11.5	-14	5.00	18.16	4.15	FAST_RELIABLE	2026-05-15 09:48:36.073
1776	5	4	0	11.5	-10.25	0.00	18.91	3.29	GOOD_DELIVERY	2026-05-15 09:48:36.073
1527	1	1	0	5	-23	0.00	16.52	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1627	99	102	11	21.21	-21.27	10.09	19.06	3.07	REGULAR	2026-05-15 09:48:36.073
1670	245	297	59	18.36	-10.79	19.73	16.56	3.33	REGULAR	2026-05-15 09:48:36.073
4	51	54	9	16	-8.19	16.36	14.43	3.98	REGULAR	2026-05-15 09:48:36.073
1129	17	17	0	9.12	-16.53	0.00	34.62	4.35	FAST_RELIABLE	2026-05-15 09:48:36.073
2168	2	2	0	16.5	-9	0.00	19.15	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1819	64	69	6	9.14	-10.81	8.45	19.73	3.94	GOOD_DELIVERY	2026-05-15 09:48:36.073
737	2	1	0	26	-1	0.00	17.22	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2068	3	4	2	15.25	-3.25	50.00	14.17	4.75	DELIVERY_RISK	2026-05-15 09:48:36.073
986	3	3	0	5.67	-17.67	0.00	25.01	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
2901	3	4	0	4	-14.25	0.00	8.06	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
3001	10	10	2	13	-11.7	20.00	25.58	4.1	REGULAR	2026-05-15 09:48:36.073
2460	2	3	0	11.67	-11.67	0.00	16.71	5	FAST_RELIABLE	2026-05-15 09:48:36.073
296	1	1	1	21	3	100.00	10.16	1	DELIVERY_RISK	2026-05-15 09:48:36.073
837	1	1	0	26	-5	0.00	24.79	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1378	1	1	0	10	-14	0.00	37.09	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1919	1	1	0	14	-3	0.00	18.24	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1447	11	18	2	15.67	-6.89	11.11	18.35	3.17	REGULAR	2026-05-15 09:48:36.073
783	12	13	0	17.85	-22.31	0.00	23.25	4.23	FAST_RELIABLE	2026-05-15 09:48:36.073
1115	9	9	1	9.33	-13.89	11.11	39.28	4.89	REGULAR	2026-05-15 09:48:36.073
119	22	27	1	8.07	-10.78	3.70	12.74	3.81	GOOD_DELIVERY	2026-05-15 09:48:36.073
451	14	14	0	5.64	-17.5	0.00	15.01	4.93	FAST_RELIABLE	2026-05-15 09:48:36.073
760	37	36	7	15.56	-8.81	18.42	15.51	3.82	REGULAR	2026-05-15 09:48:36.073
96	18	24	0	8.58	-19.13	0.00	26.93	3.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
428	1	1	0	5	-13	0.00	22.51	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1825	1258	1436	119	10.67	-10.26	8.13	16.99	4.03	GOOD_DELIVERY	2026-05-15 09:48:36.073
2157	61	67	0	12.19	-19.66	0.00	17.23	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
2821	22	24	4	13.88	-9.92	16.00	26.31	3.56	REGULAR	2026-05-15 09:48:36.073
829	14	14	2	14.93	-13.29	14.29	30.98	3.86	REGULAR	2026-05-15 09:48:36.073
1161	1	1	0	6	-24	0.00	19.91	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1493	1	1	0	18	-8	0.00	21.23	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2489	1	1	0	12	-19	0.00	101.56	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2134	45	48	1	8.48	-15.85	2.08	27.82	4.23	FAST_RELIABLE	2026-05-15 09:48:36.073
806	12	18	1	12.56	-13.94	5.56	18.18	4.28	GOOD_DELIVERY	2026-05-15 09:48:36.073
1138	23	24	0	8.63	-11.96	0.00	10.46	4.04	FAST_RELIABLE	2026-05-15 09:48:36.073
474	5	8	1	13.88	-16.13	12.50	24.01	3.88	REGULAR	2026-05-15 09:48:36.073
1470	5	5	0	5	-9	0.00	13.62	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
1802	1	1	0	13	-32	0.00	26.62	5	FAST_RELIABLE	2026-05-15 09:48:36.073
142	1	1	0	6	-6	0.00	7.87	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2280	8	9	0	9	-7.33	0.00	15.77	4.89	FAST_RELIABLE	2026-05-15 09:48:36.073
1616	14	14	0	10.21	-14	0.00	19.01	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
282	4	3	2	25.33	-0.67	50.00	24.50	3.75	DELIVERY_RISK	2026-05-15 09:48:36.073
288	8	10	0	16.1	-21.9	0.00	18.94	3.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
952	29	32	1	10.25	-10.72	3.13	11.54	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
2867	2	1	0	7	-46	0.00	11.42	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2203	2	1	0	35	-26	0.00	19.00	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1639	383	423	41	12.82	-9.18	9.51	22.23	4.21	GOOD_DELIVERY	2026-05-15 09:48:36.073
2180	39	41	2	13.66	-14.49	4.88	20.32	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2303	27	26	0	5.58	-10.5	0.00	11.50	4.41	FAST_RELIABLE	2026-05-15 09:48:36.073
1516	27	27	0	9.59	-13.59	0.00	16.35	4.61	FAST_RELIABLE	2026-05-15 09:48:36.073
975	7	7	0	17.43	-27.14	0.00	23.88	1.57	GOOD_DELIVERY	2026-05-15 09:48:36.073
2967	11	12	1	5.17	-9.42	8.33	12.91	4.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
969	1	0	0	NULL	NULL	0.00	16.60	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2844	2	1	0	11	-10	0.00	22.00	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
305	1	1	0	14	-8	0.00	22.69	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1662	17	17	1	11.24	-10.76	5.88	12.69	4.35	GOOD_DELIVERY	2026-05-15 09:48:36.073
2990	25	25	2	12.6	-20.84	7.69	30.82	4.58	GOOD_DELIVERY	2026-05-15 09:48:36.073
2326	1	1	0	5	-16	0.00	15.66	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2890	9	9	0	8.11	-16.44	0.00	12.15	4.56	FAST_RELIABLE	2026-05-15 09:48:36.073
2472	4	4	0	6	-12.25	0.00	13.51	4	FAST_RELIABLE	2026-05-15 09:48:36.073
3013	16	21	1	14	-18.76	4.76	48.19	3.48	GOOD_DELIVERY	2026-05-15 09:48:36.073
1453	3	4	0	7.5	-22	0.00	15.08	2.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
2781	42	42	2	9.21	-13.69	4.65	15.52	4.26	FAST_RELIABLE	2026-05-15 09:48:36.073
1702	20	26	0	11.15	-17.35	0.00	22.83	4.15	FAST_RELIABLE	2026-05-15 09:48:36.073
2034	2	2	0	12	-7	0.00	12.54	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1785	21	22	0	9.05	-18.09	0.00	17.45	4.48	FAST_RELIABLE	2026-05-15 09:48:36.073
3030	1	0	0	NULL	NULL	0.00	11.85	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
219	14	14	4	14.57	-8.07	26.67	66.38	3.93	REGULAR	2026-05-15 09:48:36.073
766	8	8	0	6.5	-18.63	0.00	23.60	4.63	FAST_RELIABLE	2026-05-15 09:48:36.073
2721	9	10	3	15.9	-7	30.00	12.67	4.5	DELIVERY_RISK	2026-05-15 09:48:36.073
2426	26	35	3	9.6	-9.89	8.33	13.54	3.92	GOOD_DELIVERY	2026-05-15 09:48:36.073
2389	6	8	1	3.25	-6.88	12.50	11.14	4.13	REGULAR	2026-05-15 09:48:36.073
2094	6	6	0	9.67	-16.5	0.00	12.67	3.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
1098	13	13	1	7.08	-11.69	7.69	18.66	4.46	GOOD_DELIVERY	2026-05-15 09:48:36.073
906	48	48	1	10.46	-14.15	2.08	17.58	4.02	FAST_RELIABLE	2026-05-15 09:48:36.073
328	3	3	0	6.67	-9.33	0.00	28.13	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
411	120	144	3	10.83	-12.29	2.04	15.91	3.59	GOOD_DELIVERY	2026-05-15 09:48:36.073
574	59	61	3	11.87	-12.43	4.69	22.12	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
1656	45	61	3	14.9	-10.07	4.92	20.83	4.02	FAST_RELIABLE	2026-05-15 09:48:36.073
79	67	71	3	14.37	-16.73	4.11	23.30	3.93	GOOD_DELIVERY	2026-05-15 09:48:36.073
1988	5	5	0	10.8	-12.4	0.00	18.99	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
1407	3	3	0	9	-16	0.00	16.51	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1739	1	1	0	10	-20	0.00	65.35	5	FAST_RELIABLE	2026-05-15 09:48:36.073
660	5	6	0	6.83	-14.67	0.00	11.80	4.29	FAST_RELIABLE	2026-05-15 09:48:36.073
1015	1	1	0	19	-11	0.00	75.33	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2675	41	43	5	16.74	-9.3	11.11	25.58	3.73	REGULAR	2026-05-15 09:48:36.073
720	10	10	0	9.9	-14	0.00	21.31	3.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
1261	78	86	4	13.65	-13.76	4.60	19.47	4.31	FAST_RELIABLE	2026-05-15 09:48:36.073
1593	12	8	0	7.5	-13	0.00	13.35	3.07	GOOD_DELIVERY	2026-05-15 09:48:36.073
1347	29	28	3	10.57	-9.5	10.34	21.09	4.31	REGULAR	2026-05-15 09:48:36.073
1052	13	13	2	13.92	-7.85	15.38	15.33	4.54	REGULAR	2026-05-15 09:48:36.073
265	5	5	1	15.4	-8.8	20.00	20.18	3	REGULAR	2026-05-15 09:48:36.073
2343	1	1	0	6	-15	0.00	13.99	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2286	34	40	0	10.4	-14.15	0.00	23.22	4.45	FAST_RELIABLE	2026-05-15 09:48:36.073
2535	12	11	2	11.91	-7.18	16.67	44.57	4	REGULAR	2026-05-15 09:48:36.073
620	16	23	1	15.61	-15.78	4.35	13.18	3.78	GOOD_DELIVERY	2026-05-15 09:48:36.073
1948	4	4	0	5.25	-9.5	0.00	13.14	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
365	2	2	0	12	-8.5	0.00	75.47	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2529	8	9	0	8.67	-19.33	0.00	40.73	4.22	FAST_RELIABLE	2026-05-15 09:48:36.073
614	5	6	0	13.33	-17.5	0.00	18.03	4.83	FAST_RELIABLE	2026-05-15 09:48:36.073
1201	1	1	0	5	-17	0.00	41.42	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1307	42	44	2	5.55	-8.82	4.55	13.76	4.32	FAST_RELIABLE	2026-05-15 09:48:36.073
1842	38	39	1	13.44	-13.21	2.50	18.88	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
2635	10	12	4	19.33	-8.33	33.33	20.11	3	DELIVERY_RISK	2026-05-15 09:48:36.073
1848	10	19	7	21.11	-12.16	33.33	25.55	2.33	DELIVERY_RISK	2026-05-15 09:48:36.073
514	6	6	2	18.83	-3	33.33	16.66	3.83	DELIVERY_RISK	2026-05-15 09:48:36.073
1301	1	1	0	17	-22	0.00	20.97	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2973	1	1	0	7	-46	0.00	9.07	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1994	24	26	1	10.42	-14.5	3.85	47.28	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
73	6	6	0	15.17	-13.33	0.00	116.17	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2827	4	3	0	5.33	-8.33	0.00	7.39	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
3076	1	0	0	NULL	NULL	0.00	51.97	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
912	2	2	0	15.5	-9	0.00	16.32	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1155	1	1	0	7	-10	0.00	13.74	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2240	1	1	0	13	-10	0.00	19.14	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1599	46	52	0	7.56	-9.77	0.00	14.73	3.54	GOOD_DELIVERY	2026-05-15 09:48:36.073
2140	103	129	19	15.33	-8.58	14.50	17.10	3.29	REGULAR	2026-05-15 09:48:36.073
2927	8	8	0	8.63	-10.38	0.00	49.61	4.88	FAST_RELIABLE	2026-05-15 09:48:36.073
2681	2	2	0	9	-10	0.00	13.75	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
36	30	30	1	9.6	-17.33	3.33	19.36	4.83	FAST_RELIABLE	2026-05-15 09:48:36.073
1530	1	1	0	7	-28	0.00	27.69	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1032	10	10	0	5	-6.2	0.00	15.11	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
534	7	9	1	6.67	-5.67	11.11	9.64	4.89	REGULAR	2026-05-15 09:48:36.073
368	1	1	1	12	5	100.00	8.48	5	DELIVERY_RISK	2026-05-15 09:48:36.073
1553	329	329	28	12.51	-10.05	8.28	23.24	3.87	GOOD_DELIVERY	2026-05-15 09:48:36.073
1885	47	50	3	8.96	-10.5	5.88	11.28	4.51	GOOD_DELIVERY	2026-05-15 09:48:36.073
1387	8	6	1	12	-6.83	12.50	15.10	2.5	REGULAR	2026-05-15 09:48:36.073
2598	91	107	8	10.14	-12.57	7.48	18.87	3.97	GOOD_DELIVERY	2026-05-15 09:48:36.073
391	11	7	2	21.14	-3	18.18	14.87	3	REGULAR	2026-05-15 09:48:36.073
2383	11	10	0	5.7	-10.2	0.00	72.43	4.18	FAST_RELIABLE	2026-05-15 09:48:36.073
2432	4	7	1	11.14	-12	14.29	14.86	4.71	REGULAR	2026-05-15 09:48:36.073
889	18	20	0	8.7	-9.3	0.00	26.76	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
2051	4	4	0	15	-10.5	0.00	17.87	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2406	4	4	0	10	-10.5	0.00	17.38	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
1410	1	1	0	12	-15	0.00	19.49	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1742	1	1	1	60	27	100.00	146.30	3	DELIVERY_RISK	2026-05-15 09:48:36.073
2243	1	3	0	7	-17	0.00	27.41	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1579	1	1	0	9	-27	0.00	15.10	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2575	1	1	0	17	-36	0.00	11.17	5	FAST_RELIABLE	2026-05-15 09:48:36.073
746	1	1	0	6	-16	0.00	22.94	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1224	23	23	1	11	-13.52	4.35	16.70	4.17	FAST_RELIABLE	2026-05-15 09:48:36.073
2884	81	81	3	12.27	-16.99	3.66	35.81	4.46	FAST_RELIABLE	2026-05-15 09:48:36.073
511	50	52	0	8.79	-11.92	0.00	16.69	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
179	1	1	0	7	-15	0.00	11.03	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2220	2	3	1	11.33	-3.33	33.33	11.53	3.33	DELIVERY_RISK	2026-05-15 09:48:36.073
2761	3	3	0	7.67	-20	0.00	26.99	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1765	1	1	0	10	-19	0.00	21.67	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2618	525	515	33	11.31	-12.74	6.27	17.42	4.06	GOOD_DELIVERY	2026-05-15 09:48:36.073
703	59	58	4	10.28	-12.36	6.56	17.16	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
869	8	12	0	7.92	-13.17	0.00	20.19	4.58	FAST_RELIABLE	2026-05-15 09:48:36.073
1367	4	4	2	29.75	0.5	50.00	34.11	4	DELIVERY_RISK	2026-05-15 09:48:36.073
205	2	2	0	22.5	-21	0.00	71.08	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1510	215	236	32	15.95	-9.54	13.45	18.22	4.04	REGULAR	2026-05-15 09:48:36.073
1344	4	4	0	4	-12.5	0.00	15.08	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
846	16	20	0	4.75	-14.15	0.00	18.55	4.15	FAST_RELIABLE	2026-05-15 09:48:36.073
1244	19	20	0	11.7	-17.7	0.00	22.08	4.35	FAST_RELIABLE	2026-05-15 09:48:36.073
1908	7	8	1	6.63	-10.88	12.50	15.44	3.38	REGULAR	2026-05-15 09:48:36.073
577	68	83	3	8.61	-12.86	3.61	12.61	4.24	FAST_RELIABLE	2026-05-15 09:48:36.073
2741	3	3	0	9.67	-11	0.00	15.45	3.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
2077	1	0	0	NULL	NULL	0.00	13.79	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1218	10	10	0	6.4	-14.1	0.00	17.79	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
554	6	6	0	5.17	-7.83	0.00	10.41	3.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
677	7	8	0	11	-17.88	0.00	21.50	4.13	FAST_RELIABLE	2026-05-15 09:48:36.073
2718	3	3	0	4.33	-12.33	0.00	9.77	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
136	1	1	0	6	-6	0.00	15.51	5	FAST_RELIABLE	2026-05-15 09:48:36.073
13	1	5	0	26	-10	0.00	46.05	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2698	28	27	2	18.15	-13.63	6.90	20.90	3.72	GOOD_DELIVERY	2026-05-15 09:48:36.073
1536	981	1354	130	22.35	-11.52	9.54	37.81	3.32	GOOD_DELIVERY	2026-05-15 09:48:36.073
2449	126	138	16	11.04	-10.1	11.59	15.22	4.15	REGULAR	2026-05-15 09:48:36.073
1287	4	6	0	6	-14.67	0.00	14.00	4.83	FAST_RELIABLE	2026-05-15 09:48:36.073
2947	2	2	0	8.5	-5.5	0.00	41.99	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2057	97	130	11	14.23	-11.9	8.03	19.65	3.74	GOOD_DELIVERY	2026-05-15 09:48:36.073
